mic1,mic2,mic3,mic4
-44,96,-60,-46
-26,112,-58,-10
-46,114,-70,-62
-32,114,-58,-24
-6,74,-50,-48
-4,94,-64,-2
-18,100,-58,-26
-44,96,-66,6
-44,86,-68,-22
-22,82,-54,-50
-32,100,-62,-6
-52,88,-34,-8
-2,114,-74,-24
-32,98,-48,-30
-26,98,-68,-20
-16,98,-90,0
-22,122,-40,-40
-54,86,-26,34
-36,78,-60,-12
-26,94,-68,16
-14,72,-62,8
-8,112,-64,-26
-18,82,-86,32
-8,102,-18,-12
-36,116,-32,4
-38,130,-56,8
-40,106,-26,56
-20,90,-60,32
-16,82,-46,38
-30,70,-82,14
-32,70,-48,-20
-28,80,-72,68
-34,84,-50,-20
-12,94,-72,-4
-28,66,-48,28
-32,132,-56,16
-30,128,-40,12
-44,102,-76,4
-22,116,-68,46
-34,80,-90,22
-18,92,-64,16
-40,80,-48,40
-64,102,-72,78
-68,76,-64,46
-54,100,-40,32
-44,118,-82,66
-18,114,-38,8
34,124,-66,22
26,116,-28,24
8,68,-86,52
-16,86,-72,20
-28,64,-68,-10
-52,68,-48,70
-34,72,-36,-26
-58,96,-60,46
-40,96,-48,34
-18,114,-26,50
-14,116,-58,-18
10,102,-64,-28
8,70,-62,-6
0,110,-78,8
-32,92,-86,-26
-38,74,-78,6
-46,66,-100,-18
-60,64,-42,18
-34,60,-66,26
-44,92,-52,24
-22,64,-64,-14
-2,90,-70,-12
-30,108,-76,-16
-18,84,-94,6
-16,92,-84,2
-46,64,-96,-2
-62,88,-62,-36
-30,62,-36,4
-64,82,-68,-2
-56,66,-48,-24
-52,74,-38,-4
-48,108,-48,-58
-24,76,-28,-46
-14,116,-48,10
6,110,-76,0
10,98,-60,-2
-32,120,-84,8
-20,88,-60,10
-10,116,-124,4
-56,58,-100,60
-48,96,-96,-20
-62,84,-68,-62
-66,52,-84,56
-64,64,-52,-4
-60,64,-64,-36
-22,92,-38,38
-52,100,-24,-6
-22,112,-86,16
-52,98,-76,28
-34,48,-98,10
-16,54,-92,-32
-88,76,-104,-10
-76,80,-114,-6
-72,70,-110,26
-84,78,-60,40
-30,88,-56,36
-62,80,-52,8
-64,102,-74,28
-18,102,-56,32
-20,100,-54,12
-30,90,-42,34
-28,104,-74,2
-22,82,-86,18
-44,100,-76,-6
-52,108,-102,38
-62,92,-114,14
-58,94,-88,12
-42,82,-68,26
-44,86,-54,16
-54,84,-68,-12
-58,88,-58,16
-64,76,-62,16
-20,100,-72,28
-24,92,-64,46
-38,104,-84,32
-66,100,-60,12
-34,62,-76,4
-60,72,-80,26
-64,60,-86,0
-50,76,-76,18
-68,88,-66,6
-42,112,-88,34
-62,94,-62,40
-46,124,-64,-12
-34,104,-62,28
-64,122,-48,34
-44,86,-80,44
-60,100,-86,30
-44,94,-86,2
-54,96,-84,24
-46,94,-94,12
-54,96,-98,6
-30,80,-90,-6
-66,86,-90,26
-58,96,-74,28
-42,90,-84,4
-68,84,-26,36
-58,86,-44,32
-72,92,-46,30
-30,76,-46,38
-84,70,-60,-12
-56,62,-82,14
-52,78,-76,46
-42,76,-70,58
-46,120,-98,12
-50,104,-86,28
-50,88,-78,20
-66,66,-60,50
-54,82,-68,66
-66,102,-60,32
-74,58,-44,38
-56,88,-72,36
-52,100,-86,8
-72,116,-90,8
-16,88,-90,18
-52,98,-84,60
-30,86,-90,36
-30,74,-86,24
-44,88,-58,34
-48,92,-40,60
-78,102,-42,64
-76,106,-78,48
-68,100,-88,54
-60,104,-112,62
-46,140,-110,62
-24,98,-110,28
-26,100,-88,42
-12,96,-96,56
-26,90,-72,46
-32,84,-86,66
-64,70,-82,90
-96,100,-46,90
-84,54,-52,30
-82,104,-44,106
-62,124,-82,76
-46,122,-66,28
-48,138,-96,54
-26,126,-96,38
-38,90,-98,52
-40,90,-80,68
-10,72,-70,94
-36,76,-56,34
-62,74,-54,86
-26,78,-60,76
-40,110,-28,50
-52,112,-66,82
-36,120,-76,32
-74,134,-120,104
-34,112,-66,116
-22,106,-116,80
-38,92,-76,110
-18,64,-68,74
-28,56,-52,40
-38,74,-64,108
-50,52,-76,74
-40,86,-50,132
-70,96,-68,64
-60,124,-54,98
-64,142,-64,132
-68,150,-108,82
-48,118,-84,124
-32,116,-58,102
-58,90,-72,66
-36,76,-56,108
-6,94,-74,74
-50,90,-48,42
-18,118,-80,120
-26,92,-74,48
-36,122,-88,108
-6,114,-78,160
-42,138,-78,168
-44,116,-74,158
-24,94,-50,122
-28,100,-48,124
-18,74,-54,74
-74,72,-84,84
-34,84,-84,154
-36,96,-94,90
-38,106,-100,84
-16,130,-74,136
-22,114,-60,82
-38,112,-54,164
-50,114,-82,102
-64,90,-66,102
-70,98,-56,176
-68,88,-60,86
-52,84,-88,96
-40,92,-56,120
-44,66,-78,96
-14,106,-88,110
14,124,-78,110
-30,118,-70,102
-38,92,-68,84
-60,122,-50,166
-38,106,-36,116
-42,118,-46,62
-42,100,-70,86
-36,116,-66,116
-26,92,-72,102
-58,100,-84,144
-30,114,-88,126
-34,116,-94,122
-10,138,-106,160
-32,124,-88,202
-38,144,-48,122
-42,122,-76,110
-26,100,-26,72
-38,76,-40,86
-62,80,-72,128
-48,88,-76,96
-16,106,-76,164
-10,116,-110,122
-6,120,-98,202
-30,102,-96,156
-12,82,-58,114
-34,84,-74,140
-36,98,-72,148
-40,104,-42,116
-44,96,-72,102
-44,118,-50,164
-48,86,-72,88
-18,124,-80,146
-28,134,-62,142
-14,102,-90,148
-22,118,-72,108
-16,106,-92,168
-2,106,-72,192
-26,90,-80,40
-34,96,-70,156
-18,108,-48,208
-36,118,-26,154
-16,104,-48,198
-24,100,-52,170
0,96,-52,140
-12,112,-52,120
-26,132,-74,114
-38,124,-78,146
-34,98,-46,58
-16,126,-82,182
-8,82,-76,178
-12,114,-100,168
-18,90,-64,130
2,92,-32,176
-14,98,-54,118
4,90,-56,130
-6,126,-60,124
-20,120,-38,108
-26,116,-64,184
-10,118,-50,162
-12,88,-76,140
-28,82,-70,162
-14,106,-78,192
-2,100,-56,142
-8,116,-62,130
-34,120,-64,158
-4,122,-62,100
-6,124,-78,136
8,100,-86,190
-30,116,-78,186
8,102,-50,134
-2,86,-66,190
-12,94,-64,124
-32,110,-78,94
-4,96,-78,128
2,84,-54,122
8,104,-88,164
8,108,-64,136
4,96,-50,110
18,110,-62,154
8,124,-88,106
-6,98,-72,148
8,112,-64,182
-16,80,-84,116
-2,92,-50,174
-6,104,-58,172
0,66,-48,128
-4,94,-78,154
-12,88,-60,174
0,118,-72,190
-12,112,-84,154
-2,106,-84,144
2,122,-86,184
10,98,-48,206
14,86,-38,182
-6,74,-66,156
-18,92,-60,196
-16,116,-64,110
24,102,-64,114
14,104,-66,162
12,116,-100,192
32,118,-84,176
4,126,-88,138
6,100,-68,170
6,94,-50,142
-10,84,-62,144
10,48,-52,166
-24,98,-46,162
-22,80,-62,154
-6,94,-62,152
-6,118,-70,154
32,104,-74,150
20,98,-70,156
36,96,-64,148
14,124,-90,204
18,82,-42,206
0,92,-50,204
22,76,-70,206
-4,106,-62,164
16,98,-48,166
30,86,-52,188
14,110,-52,168
54,96,-44,180
46,120,-62,212
22,110,-40,196
28,96,-44,166
40,86,-18,154
32,108,-34,198
20,112,-72,206
36,114,-68,186
40,104,-42,188
30,120,-56,182
26,104,-74,190
42,104,-68,152
22,110,-42,228
2,96,-28,236
20,108,-62,182
2,108,-54,164
48,106,-66,190
42,110,-46,224
46,122,-56,192
40,122,-60,190
44,132,-36,204
34,114,-48,212
50,100,-52,182
24,124,-48,190
36,122,-62,198
20,86,-48,176
26,90,-44,246
40,102,-50,230
38,82,-44,218
42,106,-40,194
46,126,-30,228
38,124,-36,184
48,136,-52,220
34,132,-58,174
48,106,-58,184
46,120,-68,192
34,100,-72,216
14,108,-62,234
52,92,-46,254
32,94,-34,220
48,116,-24,210
56,120,-26,236
60,116,-26,230
36,118,-44,194
44,140,-44,210
28,116,-20,188
36,120,-22,178
42,114,-40,202
32,90,-40,184
66,100,-60,232
66,116,-42,242
48,110,-72,224
44,134,-52,238
62,128,-46,226
70,116,-38,220
28,118,-30,250
34,118,-18,200
38,88,-42,220
58,104,-64,208
38,126,-38,212
54,102,-46,226
38,94,-68,206
46,122,-70,224
58,94,-66,236
48,120,-78,238
64,130,-40,248
38,118,-50,232
36,112,-54,218
60,126,-48,204
22,136,-54,220
44,122,-28,210
48,108,-46,216
60,100,-42,232
42,112,-66,228
54,108,-34,230
66,130,-50,218
68,118,-54,228
42,116,-22,246
36,116,-40,230
44,118,-18,222
26,108,-64,222
42,108,-24,208
36,108,-42,230
34,126,-48,220
48,106,-44,188
74,92,-60,232
56,120,-66,212
58,126,-78,242
46,132,-64,238
50,108,-86,228
38,106,-66,242
54,126,-62,240
48,110,-52,254
44,108,-22,220
42,92,-26,220
60,108,-20,230
30,96,-46,210
46,104,-56,228
62,122,-44,188
20,106,-58,220
48,116,-58,200
48,110,-40,216
54,124,-46,230
36,118,-60,238
36,122,-32,242
42,120,-32,228
58,114,-34,224
58,98,-58,246
48,84,-4,216
24,104,-50,238
46,90,-58,244
44,114,-52,234
32,104,-56,236
42,118,-52,204
70,140,-42,224
44,118,-58,222
38,112,-66,224
40,122,-58,216
42,124,-46,230
16,106,-36,226
34,96,-32,232
30,104,-40,236
50,124,-34,210
66,84,-40,218
46,114,-24,244
50,104,-24,246
56,114,-46,230
76,124,-32,230
78,140,-28,202
74,138,-34,202
56,144,-30,208
58,118,-26,206
28,132,-42,238
74,100,-46,246
50,110,-38,230
36,98,-26,218
36,78,-26,230
64,120,-50,226
62,118,-24,216
40,102,-62,198
60,120,-44,204
60,124,-22,208
30,124,-44,186
50,114,-46,226
24,94,-22,198
30,116,-26,240
52,118,-26,220
24,118,-50,216
34,100,-58,220
34,106,-26,240
64,124,-46,210
58,110,-68,186
50,122,-62,224
46,92,-64,230
50,110,-54,204
64,94,-46,216
54,120,-40,214
64,136,-54,228
46,116,-38,212
36,116,-48,212
52,108,-42,216
80,138,-22,218
46,122,-52,218
78,116,-34,250
50,92,-48,226
40,106,-26,216
62,120,-34,202
50,110,-36,218
42,140,-32,214
62,110,-14,234
64,122,-14,202
48,108,-36,230
50,104,-52,202
66,122,-42,214
36,98,-56,228
52,102,-50,222
58,102,-34,218
42,106,-42,202
68,100,-60,214
60,96,-26,206
44,110,-40,196
18,128,-28,206
44,114,-32,206
50,124,-42,204
44,108,-20,192
72,100,-38,176
48,112,-26,214
40,102,-46,194
30,140,-52,196
26,112,-56,204
22,112,-50,184
36,110,-22,218
38,114,-42,186
66,104,-38,194
70,112,-18,186
44,116,-30,188
50,104,-48,204
32,118,-38,210
58,122,-32,196
48,124,-66,216
40,138,-56,206
54,104,-56,212
60,96,-40,204
36,132,-34,214
40,120,-48,182
34,128,-48,188
64,96,-32,190
46,96,-48,192
50,96,-2,192
38,118,-42,180
58,60,-26,196
40,134,-40,192
32,110,-44,212
0,118,-42,206
30,128,-38,212
34,130,-40,200
42,104,-56,190
26,128,-42,202
52,128,-56,196
52,114,-54,186
50,84,-60,184
42,98,-56,202
46,100,-62,206
22,88,-18,184
16,108,-52,194
40,106,-28,198
40,112,-70,198
14,108,-42,184
18,134,-44,190
20,100,-32,170
24,98,-28,200
48,102,-38,210
38,108,-38,212
34,98,-48,222
36,136,-60,180
28,132,-58,192
52,102,-44,172
42,132,-34,192
44,112,-50,198
46,90,-28,214
26,134,-34,204
40,106,-48,204
48,98,-38,188
50,110,-52,184
32,104,-78,194
54,116,-62,160
28,76,-74,184
44,106,-36,158
42,138,-52,172
40,114,-32,204
34,104,-50,164
-14,124,-36,174
22,116,-58,180
16,118,-60,180
12,108,-58,174
16,120,-56,200
38,116,-48,162
22,114,-46,152
30,92,-34,176
30,96,-38,178
4,82,-34,154
32,112,-48,168
20,124,-42,218
24,114,-58,166
30,102,-64,178
24,106,-38,166
12,92,-64,182
32,106,-52,174
30,106,-58,162
26,116,-74,166
42,98,-50,170
52,114,-60,158
22,102,-36,178
36,86,-50,172
18,100,-38,170
12,136,-14,166
44,130,-26,180
26,120,-30,150
18,98,-40,172
10,116,-68,170
22,116,-64,168
30,96,-60,194
36,94,-58,166
24,96,-66,166
32,114,-36,168
24,86,-26,154
20,116,-44,148
10,110,-42,142
18,100,-46,156
-6,112,-50,144
32,110,-48,160
4,110,-58,172
24,114,-58,166
16,98,-44,184
10,112,-48,166
22,76,-74,146
36,106,-56,168
4,112,-48,162
20,104,-24,170
-2,108,-46,168
30,100,-28,152
28,120,-56,144
6,108,-66,164
30,106,-66,154
20,108,-68,162
46,86,-82,134
20,114,-60,164
12,108,-52,178
-8,96,-42,168
2,112,-46,150
-34,94,-30,142
-12,94,-48,180
8,98,-42,150
20,88,-54,172
36,90,-30,146
26,104,-86,162
34,120,-68,154
16,100,-74,136
38,128,-54,130
10,120,-70,142
-10,112,-46,152
14,102,-32,166
8,104,-72,140
-4,84,-50,158
10,84,-36,160
16,102,-42,140
18,118,-60,170
2,86,-52,136
2,114,-42,146
4,96,-38,152
4,98,-72,142
34,110,-64,128
-4,90,-70,142
12,116,-68,152
14,106,-64,140
10,104,-66,148
6,106,-56,144
10,86,-50,160
14,102,-60,146
34,70,-46,148
-2,96,-48,144
16,118,-84,160
4,122,-64,156
-2,104,-82,152
8,108,-70,186
8,84,-58,138
16,86,-58,130
6,104,-68,134
24,116,-40,146
14,112,-54,122
10,116,-50,128
20,96,-80,138
8,86,-58,118
4,94,-44,164
22,88,-76,136
4,86,-84,150
-2,68,-68,128
-4,82,-44,146
14,106,-68,148
28,106,-74,114
2,88,-62,140
18,100,-42,118
26,102,-46,162
22,126,-70,140
2,112,-44,138
4,112,-56,152
-22,98,-78,154
-6,78,-78,154
-2,104,-76,156
16,64,-60,146
18,86,-72,114
-2,106,-60,106
2,98,-66,132
8,108,-44,132
4,104,-56,136
32,94,-64,152
-4,116,-50,148
0,110,-42,152
-22,96,-64,142
12,94,-72,156
-4,100,-44,132
6,106,-78,132
4,92,-44,142
-4,88,-54,146
0,78,-46,130
22,88,-66,142
28,112,-58,160
-6,126,-36,160
26,94,-66,154
12,98,-44,118
18,96,-70,122
2,96,-56,136
10,104,-76,138
24,88,-94,132
-12,90,-88,148
-20,86,-52,134
14,106,-48,146
2,114,-48,142
20,94,-34,128
8,102,-46,112
6,76,-38,124
6,100,-42,152
10,122,-34,134
4,128,-64,124
10,118,-42,136
4,98,-48,126
24,102,-54,130
4,92,-60,134
6,112,-40,142
8,120,-58,136
24,106,-58,152
4,112,-68,148
0,78,-36,140
12,96,-72,148
-4,90,-48,132
4,96,-76,142
32,132,-68,118
6,122,-68,138
0,114,-82,116
10,90,-64,154
12,102,-52,100
16,96,-44,110
8,94,-48,132
-4,96,-66,132
-10,114,-56,138
24,106,-82,134
18,114,-58,146
12,120,-52,150
6,80,-64,152
6,98,-70,138
12,120,-58,134
0,132,-46,122
20,112,-36,116
-10,94,-52,124
30,130,-48,116
-4,88,-46,114
24,96,-28,140
18,96,-64,124
12,84,-64,156
40,114,-54,108
4,84,-84,106
12,68,-64,122
18,104,-62,150
-14,112,-52,134
10,98,-52,128
6,122,-80,122
-10,96,-40,112
8,110,-48,120
8,100,-48,106
-8,92,-70,124
-12,88,-62,122
4,80,-62,106
-2,88,-68,140
24,100,-58,148
24,108,-88,122
16,98,-62,138
-2,124,-56,100
10,114,-42,118
0,102,-50,118
8,106,-74,118
24,84,-50,124
8,106,-58,116
10,92,-72,122
16,96,-48,128
20,130,-62,126
20,100,-56,112
30,100,-64,144
20,110,-50,108
20,98,-56,104
24,94,-52,126
12,92,-48,112
-6,102,-48,114
20,112,-40,130
14,98,-38,120
4,90,-54,128
22,78,-34,142
22,92,-60,100
10,112,-56,128
14,100,-38,138
26,130,-78,136
12,100,-34,138
28,102,-86,116
6,106,-44,124
24,102,-34,118
-12,96,-52,120
26,92,-34,124
12,116,-30,108
16,106,-44,124
40,96,-60,124
36,88,-64,124
6,112,-40,122
-6,92,-46,134
-4,88,-68,150
30,106,-44,106
0,100,-36,110
8,90,-52,116
34,74,-54,102
6,94,-56,126
18,102,-40,130
18,124,-52,102
8,112,-44,130
2,128,-54,138
12,104,-56,136
20,120,-54,136
4,96,-52,150
16,108,-52,140
10,92,-66,116
0,124,-64,100
36,102,-62,114
10,96,-64,96
36,102,-56,114
12,102,-46,130
16,108,-56,88
22,100,-42,130
24,114,-62,114
24,90,-54,146
20,116,-44,142
-10,118,-44,148
4,132,-28,136
20,88,-72,134
4,94,-54,102
28,96,-56,118
38,96,-58,100
34,94,-52,110
24,88,-64,124
32,100,-48,122
28,106,-42,106
8,116,-38,120
18,102,-24,136
26,122,-36,118
34,108,-46,126
16,102,-52,126
18,118,-74,128
16,114,-48,114
56,106,-54,114
6,112,-72,118
12,98,-70,106
2,110,-60,114
12,110,-66,120
14,96,-42,122
20,92,-56,130
4,84,-42,110
2,102,-54,118
-6,122,-50,132
12,112,-68,110
-16,108,-80,110
26,100,-66,122
18,114,-76,154
8,102,-86,112
30,92,-54,116
8,104,-68,122
2,96,-64,108
30,98,-20,126
-2,108,-50,94
0,98,-60,118
12,92,-54,132
42,114,-40,112
12,96,-60,138
18,112,-56,102
24,116,-48,126
6,90,-66,110
16,104,-74,86
0,122,-48,108
6,106,-82,122
8,110,-74,96
6,100,-66,120
-2,86,-48,118
16,90,-66,114
14,84,-48,122
16,116,-56,130
12,92,-58,116
4,80,-64,118
2,124,-58,110
22,102,-70,122
28,86,-58,124
10,100,-50,124
18,130,-48,104
0,88,-74,106
2,98,-76,112
2,104,-52,112
0,84,-76,102
14,94,-50,108
0,110,-54,122
-10,114,-50,106
-4,114,-56,106
6,100,-52,104
18,92,-62,108
18,110,-74,118
20,104,-72,124
10,104,-76,114
4,108,-66,112
20,110,-68,128
2,102,-62,96
2,84,-74,80
22,76,-56,94
6,98,-40,114
14,62,-60,112
22,96,-74,114
12,94,-80,126
14,94,-70,122
16,112,-62,90
-2,108,-46,86
20,120,-82,112
0,128,-60,88
12,90,-70,122
10,74,-60,120
12,90,-64,84
-4,78,-54,94
-8,86,-60,100
4,92,-52,128
4,66,-48,92
0,104,-54,104
8,108,-86,102
18,108,-68,102
18,86,-66,114
2,94,-60,110
18,104,-78,106
-10,108,-62,98
12,94,-84,130
40,78,-54,110
22,108,-76,92
22,80,-44,106
-2,110,-54,124
32,84,-60,86
4,86,-66,98
20,78,-46,124
4,96,-46,108
26,130,-50,104
38,102,-46,92
-6,116,-80,112
16,84,-60,108
12,94,-56,88
22,86,-60,94
16,94,-74,80
0,88,-68,112
28,70,-58,110
18,84,-50,118
-16,92,-56,86
-4,90,-32,92
-12,98,-52,94
0,98,-54,88
10,118,-60,116
20,112,-64,106
30,96,-62,88
24,88,-92,108
16,86,-84,120
14,92,-80,122
20,110,-50,114
8,98,-56,112
-2,108,-58,118
6,108,-52,104
14,132,-58,98
16,96,-74,98
6,102,-58,102
20,98,-72,108
18,96,-82,106
18,104,-74,106
-10,110,-80,116
4,100,-42,102
-4,114,-60,110
14,98,-70,96
-2,102,-28,106
4,96,-58,114
18,98,-64,110
10,66,-64,126
6,108,-44,98
16,82,-50,114
6,106,-64,108
32,80,-44,98
-2,90,-76,112
4,112,-66,104
24,120,-58,122
6,138,-68,120
0,104,-66,114
12,78,-56,114
-24,116,-56,106
6,102,-36,96
20,86,-60,102
10,102,-64,94
6,106,-52,98
22,102,-50,90
12,84,-52,104
8,92,-58,108
22,96,-68,116
6,88,-76,102
-10,98,-52,120
10,92,-58,102
-4,100,-72,84
2,118,-88,102
-24,114,-66,108
-14,90,-64,78
10,104,-58,88
22,98,-52,108
10,100,-40,104
24,86,-44,82
4,78,-42,100
-12,84,-56,90
18,100,-70,90
8,92,-72,78
-2,118,-78,100
0,100,-64,104
10,114,-72,114
10,112,-96,102
-14,114,-64,110
12,106,-60,100
10,98,-52,106
-14,110,-62,94
28,114,-52,102
16,100,-56,126
6,122,-40,120
10,94,-84,110
-6,92,-78,96
-8,88,-62,90
26,98,-58,112
6,98,-70,70
14,114,-74,104
-6,106,-88,82
6,90,-44,104
4,90,-72,92
-22,80,-54,104
8,98,-36,90
-8,72,-54,104
24,116,-66,108
10,112,-52,114
4,88,-64,102
-4,122,-76,98
6,118,-34,96
4,78,-52,94
-4,88,-62,108
-2,92,-60,82
-4,86,-70,106
18,76,-64,114
2,112,-54,78
-6,80,-58,90
6,92,-78,88
8,112,-84,90
2,82,-60,96
-10,100,-76,102
24,104,-84,76
14,106,-54,92
22,94,-90,90
4,94,-64,70
4,96,-78,76
-8,106,-74,88
-6,114,-44,78
20,134,-56,116
0,86,-60,124
20,102,-70,108
-6,92,-68,84
-26,104,-68,96
-4,110,-60,108
12,86,-46,116
-6,82,-44,104
14,96,-54,78
22,114,-62,94
8,68,-60,70
18,84,-62,88
-10,88,-50,94
4,98,-50,106
14,96,-52,98
4,104,-74,92
-4,84,-58,108
18,112,-58,88
22,98,-46,120
22,88,-76,88
18,92,-74,98
8,108,-58,86
36,100,-54,122
2,108,-76,64
6,106,-62,84
8,100,-46,84
8,96,-42,84
12,120,-72,90
20,120,-48,80
12,106,-52,80
8,92,-42,74
8,104,-42,92
26,92,-62,94
12,94,-58,84
26,96,-24,88
-14,90,-58,92
16,86,-64,110
16,106,-40,74
22,80,-60,94
0,90,-60,80
18,114,-58,64
-2,96,-58,62
6,80,-58,88
4,100,-58,68
2,114,-74,104
28,104,-58,96
10,76,-52,108
2,82,-76,82
16,86,-70,88
26,80,-70,86
12,124,-46,90
-8,94,-76,76
-8,104,-54,68
46,104,-62,92
22,106,-70,110
2,114,-80,62
22,98,-70,100
24,126,-52,104
8,120,-54,74
20,90,-46,88
-18,108,-64,100
-4,92,-40,86
16,112,-66,96
30,80,-58,82
24,82,-54,78
2,96,-52,102
18,114,-74,86
4,112,-46,82
0,102,-68,90
-4,102,-66,90
12,82,-58,72
14,94,-68,88
2,104,-68,90
-12,118,-60,108
6,108,-66,90
18,98,-68,84
12,92,-76,90
-4,96,-68,94
-16,84,-64,90
12,88,-84,76
16,92,-70,90
10,92,-46,96
-12,90,-54,92
16,74,-64,90
28,72,-66,80
10,90,-36,84
8,94,-62,100
6,106,-82,90
12,80,-72,92
-6,100,-60,82
34,90,-64,106
-4,102,-62,74
24,64,-76,82
12,86,-70,90
0,102,-66,110
-2,120,-60,82
24,112,-68,80
10,94,-90,98
16,94,-72,96
14,80,-44,82
14,106,-80,76
16,98,-92,74
20,82,-72,114
-16,94,-58,86
0,74,-60,86
-26,92,-70,72
20,74,-68,98
-2,90,-52,76
2,70,-90,74
12,110,-66,56
6,90,-64,46
10,80,-80,72
2,106,-50,60
4,98,-74,70
0,84,-68,84
-14,86,-64,74
4,100,-60,54
28,78,-64,78
-6,92,-70,42
2,84,-92,66
2,86,-40,58
-8,70,-88,88
-6,92,-82,98
-22,88,-70,96
18,82,-66,78
-10,112,-70,64
-6,74,-64,68
12,104,-62,46
0,92,-54,60
2,94,-82,76
10,86,-60,68
-6,96,-72,68
14,96,-80,64
8,88,-84,74
-24,76,-76,58
-8,86,-98,80
16,78,-74,70
-10,72,-68,76
12,74,-46,50
-8,86,-48,32
4,78,-86,64
8,76,-82,46
0,86,-80,56
2,70,-102,72
14,78,-84,48
-18,98,-66,74
-4,86,-72,74
-4,86,-80,66
-2,74,-62,18
-4,88,-52,28
0,88,-64,90
-22,78,-74,36
-22,60,-82,32
12,88,-80,36
6,54,-88,36
-14,78,-56,32
2,84,-102,48
36,90,-72,48
-6,76,-74,66
10,96,-86,66
-18,92,-64,18
-24,72,-90,52
-12,74,-78,26
-16,94,-68,2
34,88,-68,28
8,80,-90,50
18,84,-92,58
-10,70,-68,46
10,78,-80,42
-12,72,-88,58
-8,76,-78,30
6,58,-96,18
18,80,-62,68
34,64,-74,36
20,68,-84,66
-6,80,-92,46
-2,96,-90,58
-14,106,-84,54
-6,70,-50,46
-2,110,-70,22
10,90,-64,26
16,96,-76,32
10,92,-68,42
32,82,-90,30
30,52,-80,78
10,84,-74,92
-8,86,-98,48
6,96,-70,62
0,82,-78,72
-10,94,-74,54
-14,98,-68,52
-6,88,-64,48
-2,80,-70,52
8,60,-56,36
28,92,-70,72
32,74,-72,70
8,92,-62,52
-16,82,-34,72
-12,120,-54,72
0,102,-68,34
36,100,-90,26
18,94,-62,74
4,90,-64,46
14,102,-64,56
26,90,-78,58
12,88,-66,66
0,110,-80,62
-4,98,-60,32
12,68,-66,68
12,74,-62,60
-6,70,-72,18
-2,78,-60,64
0,84,-72,62
-10,88,-104,74
4,92,-56,56
16,96,-58,70
-14,90,-62,68
-14,78,-72,68
22,88,-64,86
0,88,-72,54
-2,96,-36,78
-16,102,-50,58
-6,78,-76,78
24,110,-60,56
6,108,-58,76
16,88,-86,34
26,104,-38,52
-4,112,-66,44
-14,84,-70,60
16,90,-82,80
18,84,-42,26
10,112,-66,74
4,120,-76,56
-22,106,-56,80
-4,96,-78,88
28,86,-62,36
10,100,-60,56
22,102,-66,62
50,112,-82,68
28,104,-90,74
40,86,-88,68
26,100,-94,76
18,72,-94,74
12,106,-62,54
8,110,-56,72
6,96,-64,48
-10,96,-46,50
12,106,-92,22
22,90,-48,88
0,92,-40,94
-14,92,-76,58
-8,106,-64,100
-8,74,-48,44
-14,96,-44,66
18,110,-50,30
0,86,-88,42
24,100,-66,38
-2,122,-64,44
8,100,-86,104
22,102,-64,62
30,86,-36,72
8,94,-56,94
6,88,-48,52
16,106,-48,36
6,108,-56,38
4,74,-92,44
-4,90,-50,62
2,70,-78,76
4,110,-92,54
2,90,-94,66
0,98,-68,64
8,98,-64,74
-4,106,-48,48
22,120,-84,58
36,86,-38,62
8,88,-56,40
22,90,-74,64
-4,88,-64,70
22,116,-82,84
-4,108,-68,88
-10,96,-54,56
-4,80,-78,58
22,104,-56,54
12,112,-58,78
6,112,-44,48
24,106,-56,66
-10,98,-56,78
0,102,-64,62
-2,80,-88,54
0,100,-68,80
10,76,-72,90
4,94,-60,64
-4,92,-80,52
-4,104,-82,78
46,92,-80,62
-6,98,-58,38
-2,122,-76,106
4,84,-62,60
-6,94,-70,52
8,94,-70,80
-8,100,-52,78
8,90,-78,72
18,90,-92,42
-10,72,-44,54
14,112,-58,62
-24,76,-74,78
-36,108,-42,74
2,94,-76,72
-6,102,-82,86
16,78,-62,44
16,116,-64,70
4,86,-104,62
-2,90,-80,70
-16,106,-80,88
0,94,-104,70
8,98,-64,46
-10,100,-48,46
-10,104,-78,66
4,94,-48,52
12,94,-48,54
-6,66,-72,64
8,68,-54,30
4,106,-66,52
16,82,-74,80
12,98,-78,66
10,88,-64,72
-22,82,-76,82
-22,80,-76,52
-10,96,-72,64
-6,98,-80,64
4,48,-70,86
0,104,-56,54
-2,94,-62,56
-6,90,-70,50
-6,82,-74,60
38,72,-64,30
18,88,-78,74
4,64,-100,50
14,100,-70,58
-4,84,-62,50
-2,94,-76,78
22,104,-66,52
-4,78,-74,70
-6,78,-64,52
18,84,-60,62
12,80,-76,52
12,92,-66,62
12,92,-64,80
-8,122,-46,36
4,80,-44,74
12,84,-56,84
-8,98,-44,84
-12,84,-78,48
-22,76,-68,42
-18,74,-60,76
-6,82,-70,54
24,88,-62,54
-10,104,-70,58
-22,114,-70,66
26,84,-78,70
14,128,-56,78
6,70,-82,76
-8,110,-64,38
-6,100,-44,64
22,84,-52,70
12,88,-78,70
12,98,-80,90
-20,94,-58,62
10,96,-62,106
-8,94,-80,78
10,106,-92,44
-16,98,-58,52
14,86,-32,20
-8,92,-72,52
18,104,-58,66
-10,90,-40,88
2,94,-44,58
-14,82,-82,50
-26,110,-80,76
2,112,-72,68
-8,82,-60,56
-2,92,-86,50
8,88,-74,72
10,100,-64,60
-12,104,-64,56
